Bin,Frequency
1,2
17.90909091,1
34.81818182,3
51.72727273,10
68.63636364,43
85.54545455,201
102.4545455,274
119.3636364,274
136.2727273,175
153.1818182,72
170.0909091,22
187,10
203.9090909,3
220.8181818,1
237.7272727,0
254.6363636,0
271.5454545,1
288.4545455,0
305.3636364,2
322.2727273,0
339.1818182,1
356.0909091,0
373,0
389.9090909,0
406.8181818,0
423.7272727,0
440.6363636,0
457.5454545,0
474.4545455,0
491.3636364,1
508.2727273,0
525.1818182,0
542.0909091,0
More,1
