Bin,Frequency
32,1
42.18181818,4
52.36363636,5
62.54545455,29
72.72727273,58
82.90909091,80
93.09090909,208
103.2727273,167
113.4545455,130
123.6363636,175
133.8181818,75
144,59
154.1818182,56
164.3636364,24
174.5454545,6
184.7272727,10
194.9090909,3
205.0909091,2
215.2727273,0
225.4545455,2
235.6363636,0
245.8181818,0
256,0
266.1818182,0
276.3636364,1
286.5454545,0
296.7272727,0
306.9090909,0
317.0909091,0
327.2727273,1
337.4545455,0
347.6363636,0
357.8181818,0
More,1
