Bin,Frequency
5,1
43.60606061,1
82.21212121,134
120.8181818,320
159.4242424,256
198.030303,146
236.6363636,74
275.2424242,73
313.8484848,35
352.4545455,11
391.0606061,2
429.6666667,4
468.2727273,5
506.8787879,9
545.4848485,8
584.0909091,8
622.6969697,4
661.3030303,1
699.9090909,1
738.5151515,0
777.1212121,1
815.7272727,1
854.3333333,0
892.9393939,0
931.5454545,0
970.1515152,0
1008.757576,0
1047.363636,0
1085.969697,1
1124.575758,0
1163.181818,0
1201.787879,0
1240.393939,0
More,1
