Bin,Frequency
0.033333335,2
0.040404043,0
0.04747475,0
0.054545457,0
0.061616165,0
0.068686872,58
0.07575758,0
0.082828287,0
0.089898995,0
0.096969702,0
0.104040409,124
0.111111117,0
0.118181824,0
0.125252532,0
0.132323239,0
0.139393947,324
0.146464654,0
0.153535362,0
0.160606069,0
0.167676776,265
0.174747484,0
0.181818191,0
0.188888899,0
0.195959606,0
0.203030314,187
0.210101021,0
0.217171728,0
0.224242436,0
0.231313143,0
0.238383851,102
0.245454558,0
0.252525266,0
0.259595973,0
More,35
