Bin,Frequency
48,1
91.51515152,171
135.030303,318
178.5454545,192
222.0606061,97
265.5757576,92
309.0909091,60
352.6060606,50
396.1212121,13
439.6363636,12
483.1515152,27
526.6666667,18
570.1818182,16
613.6969697,6
657.2121212,6
700.7272727,4
744.2424242,3
787.7575758,1
831.2727273,4
874.7878788,0
918.3030303,0
961.8181818,1
1005.333333,0
1048.848485,1
1092.363636,2
1135.878788,0
1179.393939,0
1222.909091,0
1266.424242,0
1309.939394,0
1353.454545,0
1396.969697,0
1440.484848,0
More,2
